CustomerID,Recency,Frequency,Monetary,R,F,M,RFM_Score,Segment,Cluster,ClusterName
13507,3,4,2479.16,5,4,5,14,Champions,0,VIP / Best
13508,244,1,110.97,1,1,1,3,Hibernating / Lost,1,Occasional Buyers
13509,9,6,964.72,5,5,4,14,Champions,2,Loyal Regulars
13510,1,4,1791.56,5,4,4,13,Champions,0,VIP / Best
13512,261,1,251.21,1,1,2,4,Hibernating / Lost,1,Occasional Buyers
13513,127,1,205.1,2,1,1,4,Hibernating / Lost,1,Occasional Buyers
13514,74,1,152.20000000000002,2,1,1,4,Hibernating / Lost,1,Occasional Buyers
13515,73,4,891.12,2,4,3,9,Others,2,Loyal Regulars
13516,21,3,1389.41,4,3,4,11,Loyal Customers,2,Loyal Regulars
13517,60,3,2128.42,3,3,5,11,Loyal Customers,2,Loyal Regulars
13518,86,1,627.16,2,1,3,6,Hibernating / Lost,1,Occasional Buyers
13519,78,1,122.75,2,1,1,4,Hibernating / Lost,1,Occasional Buyers
13520,59,6,2984.35,3,5,5,13,Loyal Customers,2,Loyal Regulars
13521,1,3,1070.47,5,3,4,12,Loyal Customers,3,Steady Mid-Tier
13522,30,1,125.80000000000001,4,1,1,6,New / Promising,3,Steady Mid-Tier
13523,33,5,3964.88,4,4,5,13,Champions,2,Loyal Regulars
13524,41,5,680.1800000000001,3,4,3,10,Loyal Customers,2,Loyal Regulars
13525,15,2,628.78,4,2,3,9,Others,3,Steady Mid-Tier
13527,34,7,2242.36,3,5,5,13,Loyal Customers,2,Loyal Regulars
13529,79,2,307.76,2,2,2,6,Hibernating / Lost,1,Occasional Buyers
13531,205,2,483.8,1,2,3,6,Others,1,Occasional Buyers
13532,34,1,210.31,3,1,1,5,Potential Loyalists,3,Steady Mid-Tier
13533,183,3,269.09,1,3,2,6,Others,1,Occasional Buyers
13534,2,25,5870.08,5,5,5,15,Champions,0,VIP / Best
13536,1,7,3444.39,5,5,5,15,Champions,0,VIP / Best
13538,43,7,1280.85,3,5,4,12,Loyal Customers,2,Loyal Regulars
13539,86,3,631.34,2,3,3,8,Needs Attention,2,Loyal Regulars
13544,40,2,276.06,3,2,2,7,Potential Loyalists,3,Steady Mid-Tier
13546,12,3,621.09,5,3,3,11,Loyal Customers,3,Steady Mid-Tier
13548,96,2,678.16,2,2,3,7,Others,1,Occasional Buyers
13549,26,7,918.2,4,5,3,12,Champions,2,Loyal Regulars
13551,319,1,91.80000000000001,1,1,1,3,Hibernating / Lost,1,Occasional Buyers
13552,66,12,3740.07,3,5,5,13,Loyal Customers,0,VIP / Best
13555,74,4,4098.88,2,4,5,11,At Risk (high value),2,Loyal Regulars
13557,28,2,584.06,4,2,3,9,Others,3,Steady Mid-Tier
13558,6,4,594.52,5,4,3,12,Loyal Customers,3,Steady Mid-Tier
13560,7,1,171.42000000000002,5,1,1,7,New / Promising,3,Steady Mid-Tier
13561,216,1,141.85999999999999,1,1,1,3,Hibernating / Lost,1,Occasional Buyers
13562,82,3,1799.33,2,3,4,9,Others,2,Loyal Regulars
13563,84,2,777.53,2,2,3,7,Others,2,Loyal Regulars
13564,354,2,1174.03,1,2,4,7,Needs Attention,1,Occasional Buyers
13565,19,2,240.22,4,2,1,7,New / Promising,3,Steady Mid-Tier
13566,41,2,856.84,3,2,3,8,Others,2,Loyal Regulars
13568,173,1,187.05,2,1,1,4,Hibernating / Lost,1,Occasional Buyers
13569,17,2,337.12,4,2,2,8,New / Promising,3,Steady Mid-Tier
13570,243,1,239.49,1,1,1,3,Hibernating / Lost,1,Occasional Buyers
13571,13,12,2088.94,5,5,5,15,Champions,0,VIP / Best
13572,206,1,1384.25,1,1,4,6,Others,1,Occasional Buyers
13573,50,2,290.25,3,2,2,7,Potential Loyalists,1,Occasional Buyers
13575,23,5,732.0699999999999,4,4,3,11,Loyal Customers,2,Loyal Regulars
13576,10,18,6717.34,5,5,5,15,Champions,0,VIP / Best
13577,25,4,1687.6000000000001,4,4,4,12,Champions,2,Loyal Regulars
13579,15,2,467.04,4,2,2,8,New / Promising,3,Steady Mid-Tier
13581,309,1,118.0,1,1,1,3,Hibernating / Lost,1,Occasional Buyers
13583,156,1,781.03,2,1,3,6,Hibernating / Lost,1,Occasional Buyers
13584,307,1,142.4,1,1,1,3,Hibernating / Lost,1,Occasional Buyers
13587,64,1,712.4,3,1,3,7,Potential Loyalists,1,Occasional Buyers
13588,16,9,2478.95,4,5,5,14,Champions,0,VIP / Best
13589,15,2,379.65,4,2,2,8,New / Promising,3,Steady Mid-Tier
13590,11,6,1981.92,5,5,4,14,Champions,0,VIP / Best
13591,65,3,1117.13,3,3,4,10,Loyal Customers,2,Loyal Regulars
13592,36,4,247.95999999999998,3,4,2,9,Loyal Customers,3,Steady Mid-Tier
13593,108,5,2011.88,2,4,4,10,At Risk (high value),2,Loyal Regulars
13594,53,1,396.97,3,1,2,6,Potential Loyalists,1,Occasional Buyers
13596,6,2,664.11,5,2,3,10,Others,3,Steady Mid-Tier
13598,47,1,160.04,3,1,1,5,Potential Loyalists,1,Occasional Buyers
13599,1,21,5149.92,5,5,5,15,Champions,0,VIP / Best
13600,312,1,219.52,1,1,1,3,Hibernating / Lost,1,Occasional Buyers
13601,45,2,693.32,3,2,3,8,Others,2,Loyal Regulars
13602,65,1,428.89,3,1,2,6,Potential Loyalists,1,Occasional Buyers
13603,26,1,164.34,4,1,1,6,New / Promising,3,Steady Mid-Tier
13606,29,3,276.75,4,3,2,9,Others,3,Steady Mid-Tier
13607,40,1,675.51,3,1,3,7,Potential Loyalists,3,Steady Mid-Tier
13610,12,7,1082.33,5,5,4,14,Champions,2,Loyal Regulars
13611,89,3,1154.4,2,3,4,9,Others,2,Loyal Regulars
13614,24,4,1585.46,4,4,4,12,Champions,2,Loyal Regulars
13615,319,1,417.69,1,1,2,4,Hibernating / Lost,1,Occasional Buyers
13617,40,3,544.18,3,3,3,9,Loyal Customers,2,Loyal Regulars
13618,174,1,177.34,2,1,1,4,Hibernating / Lost,1,Occasional Buyers
13621,117,1,213.85,2,1,1,4,Hibernating / Lost,1,Occasional Buyers
13623,31,5,727.74,4,4,3,11,Loyal Customers,2,Loyal Regulars
13626,253,1,257.23,1,1,2,4,Hibernating / Lost,1,Occasional Buyers
13627,59,5,1638.47,3,4,4,11,Loyal Customers,2,Loyal Regulars
13629,23,11,7792.36,4,5,5,14,Champions,0,VIP / Best
13630,5,7,2031.78,5,5,5,15,Champions,0,VIP / Best
13631,100,11,3070.42,2,5,5,12,At Risk (high value),2,Loyal Regulars
13632,25,5,2118.93,4,4,5,13,Champions,2,Loyal Regulars
13634,33,5,1547.3600000000001,4,4,4,12,Champions,2,Loyal Regulars
13635,68,1,1071.03,3,1,4,8,Others,1,Occasional Buyers
13636,37,5,949.12,3,4,4,11,Loyal Customers,2,Loyal Regulars
13637,52,3,803.05,3,3,3,9,Loyal Customers,2,Loyal Regulars
13638,16,1,122.64,4,1,1,6,New / Promising,3,Steady Mid-Tier
13639,74,1,1033.34,2,1,4,7,Others,1,Occasional Buyers
13642,216,1,312.28,1,1,2,4,Hibernating / Lost,1,Occasional Buyers
13643,31,3,519.44,4,3,3,10,Loyal Customers,3,Steady Mid-Tier
13644,16,4,2624.26,4,4,5,13,Champions,2,Loyal Regulars
13645,120,1,252.1,2,1,2,5,Hibernating / Lost,1,Occasional Buyers
13647,10,4,1648.1200000000001,5,4,4,13,Champions,2,Loyal Regulars
13649,257,2,346.6,1,2,2,5,Hibernating / Lost,1,Occasional Buyers
13650,17,6,1836.34,4,5,4,13,Champions,2,Loyal Regulars
13651,40,1,79.2,3,1,1,5,Potential Loyalists,1,Occasional Buyers
13652,46,3,1095.08,3,3,4,10,Loyal Customers,2,Loyal Regulars
13654,43,6,2707.33,3,5,5,13,Loyal Customers,2,Loyal Regulars
13655,114,2,932.97,2,2,4,8,Needs Attention,2,Loyal Regulars
13656,165,2,379.65,2,2,2,6,Hibernating / Lost,1,Occasional Buyers
13657,11,2,382.14,5,2,2,9,New / Promising,3,Steady Mid-Tier
13658,10,5,2639.17,5,4,5,14,Champions,0,VIP / Best
13659,206,2,1563.0,1,2,4,7,Needs Attention,2,Loyal Regulars
13662,86,3,881.26,2,3,3,8,Needs Attention,2,Loyal Regulars
13663,179,1,189.47,2,1,1,4,Hibernating / Lost,1,Occasional Buyers
13666,60,3,84.65,3,3,1,7,Potential Loyalists,1,Occasional Buyers
13667,149,1,299.05,2,1,2,5,Hibernating / Lost,1,Occasional Buyers
13668,3,21,6309.83,5,5,5,15,Champions,0,VIP / Best
13669,51,2,218.55,3,2,1,6,Potential Loyalists,1,Occasional Buyers
13670,75,1,349.7,2,1,2,5,Hibernating / Lost,1,Occasional Buyers
13672,301,2,186.39000000000001,1,2,1,4,Hibernating / Lost,1,Occasional Buyers
13673,19,2,387.44,4,2,2,8,New / Promising,3,Steady Mid-Tier
13675,151,2,486.82000000000005,2,2,3,7,Others,1,Occasional Buyers
13678,152,1,232.6,2,1,1,4,Hibernating / Lost,1,Occasional Buyers
13680,1,4,3719.12,5,4,5,14,Champions,0,VIP / Best
13681,18,4,827.83,4,4,3,11,Loyal Customers,2,Loyal Regulars
13682,187,1,59.5,1,1,1,3,Hibernating / Lost,1,Occasional Buyers
13684,286,1,65.13,1,1,1,3,Hibernating / Lost,1,Occasional Buyers
13685,3,7,3119.44,5,5,5,15,Champions,0,VIP / Best
13686,183,1,72.0,1,1,1,3,Hibernating / Lost,1,Occasional Buyers
13689,63,1,910.0,3,1,3,7,Potential Loyalists,1,Occasional Buyers
13690,59,1,172.25,3,1,1,5,Potential Loyalists,1,Occasional Buyers
13692,25,3,1488.32,4,3,4,11,Loyal Customers,2,Loyal Regulars
13694,4,50,65039.62,5,5,5,15,Champions,0,VIP / Best
13695,31,15,2504.13,4,5,5,14,Champions,0,VIP / Best
13697,39,1,151.29999999999998,3,1,1,5,Potential Loyalists,1,Occasional Buyers
13699,155,1,308.58000000000004,2,1,2,5,Hibernating / Lost,1,Occasional Buyers
13700,26,10,2248.63,4,5,5,14,Champions,0,VIP / Best
13703,318,1,99.5,1,1,1,3,Hibernating / Lost,1,Occasional Buyers
13704,5,9,2308.06,5,5,5,15,Champions,0,VIP / Best
13705,8,3,711.86,5,3,3,11,Loyal Customers,3,Steady Mid-Tier
13706,303,1,330.79,1,1,2,4,Hibernating / Lost,1,Occasional Buyers
13707,267,2,806.41,1,2,3,6,Others,1,Occasional Buyers
13708,271,1,283.33,1,1,2,4,Hibernating / Lost,1,Occasional Buyers
13709,4,13,6307.650000000001,5,5,5,15,Champions,0,VIP / Best
13710,32,1,180.48,4,1,1,6,New / Promising,3,Steady Mid-Tier
13711,219,2,252.06,1,2,2,5,Hibernating / Lost,1,Occasional Buyers
13712,247,1,228.84,1,1,1,3,Hibernating / Lost,1,Occasional Buyers
13715,281,5,1077.39,1,4,4,9,At Risk (high value),2,Loyal Regulars
13716,269,1,138.28,1,1,1,3,Hibernating / Lost,1,Occasional Buyers
13717,32,6,1445.01,4,5,4,13,Champions,2,Loyal Regulars
13718,246,2,306.55,1,2,2,5,Hibernating / Lost,1,Occasional Buyers
13719,15,5,1041.68,4,4,4,12,Champions,2,Loyal Regulars
13720,117,4,799.9,2,4,3,9,Others,2,Loyal Regulars
13721,36,1,524.14,3,1,3,7,Potential Loyalists,3,Steady Mid-Tier
13722,132,3,2375.41,2,3,5,10,At Risk (high value),2,Loyal Regulars
13723,217,1,199.85000000000002,1,1,1,3,Hibernating / Lost,1,Occasional Buyers
13725,50,8,1980.56,3,5,4,12,Loyal Customers,2,Loyal Regulars
13726,39,2,1079.6599999999999,3,2,4,9,Loyal Customers,2,Loyal Regulars
13727,29,2,333.48,4,2,2,8,New / Promising,3,Steady Mid-Tier
13728,37,6,1016.14,3,5,4,12,Loyal Customers,2,Loyal Regulars
13730,136,2,752.6,2,2,3,7,Others,1,Occasional Buyers
13731,219,2,610.59,1,2,3,6,Others,1,Occasional Buyers
13732,28,1,491.86,4,1,3,8,New / Promising,3,Steady Mid-Tier
13735,25,4,2883.54,4,4,5,13,Champions,2,Loyal Regulars
13736,5,2,729.8,5,2,3,10,Others,3,Steady Mid-Tier
13737,200,1,339.59999999999997,1,1,2,4,Hibernating / Lost,1,Occasional Buyers
13739,18,1,216.9,4,1,1,6,New / Promising,3,Steady Mid-Tier
13740,241,1,350.75,1,1,2,4,Hibernating / Lost,1,Occasional Buyers
13741,72,3,668.4300000000001,3,3,3,9,Loyal Customers,2,Loyal Regulars
13742,17,12,3107.87,4,5,5,14,Champions,0,VIP / Best
13743,3,7,1341.6,5,5,4,14,Champions,0,VIP / Best
13744,95,2,1080.52,2,2,4,8,Needs Attention,2,Loyal Regulars
13745,162,1,300.04,2,1,2,5,Hibernating / Lost,1,Occasional Buyers
13747,374,1,79.6,1,1,1,3,Hibernating / Lost,1,Occasional Buyers
13748,96,5,948.25,2,4,4,10,At Risk (high value),2,Loyal Regulars
13750,54,5,1647.26,3,4,4,11,Loyal Customers,2,Loyal Regulars
13751,288,1,296.25,1,1,2,4,Hibernating / Lost,1,Occasional Buyers
13752,124,6,1175.38,2,5,4,11,At Risk (high value),2,Loyal Regulars
13753,288,1,741.26,1,1,3,5,Hibernating / Lost,1,Occasional Buyers
13754,152,2,282.59999999999997,2,2,2,6,Hibernating / Lost,1,Occasional Buyers
13755,4,9,2108.06,5,5,5,15,Champions,0,VIP / Best
13756,2,14,5189.52,5,5,5,15,Champions,0,VIP / Best
13758,12,7,3190.55,5,5,5,15,Champions,0,VIP / Best
13759,33,2,659.4100000000001,4,2,3,9,Others,3,Steady Mid-Tier
13760,54,2,286.79,3,2,2,7,Potential Loyalists,1,Occasional Buyers
13761,50,2,1070.65,3,2,4,9,Loyal Customers,2,Loyal Regulars
13762,219,1,306.72,1,1,2,4,Hibernating / Lost,1,Occasional Buyers
13763,63,1,1714.96,3,1,4,8,Others,2,Loyal Regulars
13764,71,3,1516.42,3,3,4,10,Loyal Customers,2,Loyal Regulars
13767,2,37,17220.36,5,5,5,15,Champions,0,VIP / Best
13769,2,10,2796.51,5,5,5,15,Champions,0,VIP / Best
13771,64,4,2634.45,3,4,5,12,Loyal Customers,2,Loyal Regulars
13772,34,3,1122.63,3,3,4,10,Loyal Customers,2,Loyal Regulars
13774,82,1,345.0,2,1,2,5,Hibernating / Lost,1,Occasional Buyers
13777,1,33,25977.16,5,5,5,15,Champions,0,VIP / Best
13778,103,1,178.7,2,1,1,4,Hibernating / Lost,1,Occasional Buyers
13780,7,2,360.01,5,2,2,9,New / Promising,3,Steady Mid-Tier
13781,251,1,127.84,1,1,1,3,Hibernating / Lost,1,Occasional Buyers
13782,13,6,908.86,5,5,3,13,Champions,2,Loyal Regulars
13784,10,11,2462.79,5,5,5,15,Champions,0,VIP / Best
13786,367,1,230.39999999999998,1,1,1,3,Hibernating / Lost,1,Occasional Buyers
13787,76,2,309.04,2,2,2,6,Hibernating / Lost,1,Occasional Buyers
13790,4,1,348.8,5,1,2,8,New / Promising,3,Steady Mid-Tier
13791,128,2,1516.0,2,2,4,8,Needs Attention,2,Loyal Regulars
13792,66,2,195.55,3,2,1,6,Potential Loyalists,1,Occasional Buyers
13798,1,57,37153.85,5,5,5,15,Champions,0,VIP / Best
13799,117,2,688.86,2,2,3,7,Others,1,Occasional Buyers
13800,310,1,558.32,1,1,3,5,Hibernating / Lost,1,Occasional Buyers
13801,67,1,324.8,3,1,2,6,Potential Loyalists,1,Occasional Buyers
13802,139,3,4599.42,2,3,5,10,At Risk (high value),2,Loyal Regulars
13803,255,1,277.07,1,1,2,4,Hibernating / Lost,1,Occasional Buyers
13804,31,7,2588.39,4,5,5,14,Champions,2,Loyal Regulars
13805,52,2,924.6,3,2,4,9,Loyal Customers,2,Loyal Regulars
13806,64,1,256.38,3,1,2,6,Potential Loyalists,1,Occasional Buyers
13807,367,1,112.6,1,1,1,3,Hibernating / Lost,1,Occasional Buyers
13808,6,5,1747.66,5,4,4,13,Champions,0,VIP / Best
13809,305,1,155.05,1,1,1,3,Hibernating / Lost,1,Occasional Buyers
13810,29,2,827.51,4,2,3,9,Others,3,Steady Mid-Tier
13811,184,2,519.75,1,2,3,6,Others,1,Occasional Buyers
13812,42,3,485.0,3,3,3,9,Loyal Customers,3,Steady Mid-Tier
13813,40,4,1168.8600000000001,3,4,4,11,Loyal Customers,2,Loyal Regulars
13814,92,2,1579.12,2,2,4,8,Needs Attention,2,Loyal Regulars
13815,22,4,3667.36,4,4,5,13,Champions,2,Loyal Regulars
13816,24,2,499.67,4,2,3,9,Others,3,Steady Mid-Tier
13817,29,2,328.98,4,2,2,8,New / Promising,3,Steady Mid-Tier
13819,302,3,1140.35,1,3,4,8,Others,2,Loyal Regulars
13821,145,2,385.64,2,2,2,6,Hibernating / Lost,1,Occasional Buyers
13822,6,2,632.0,5,2,3,10,Others,3,Steady Mid-Tier
13823,19,2,957.66,4,2,4,10,Loyal Customers,3,Steady Mid-Tier
13824,33,5,1698.94,4,4,4,12,Champions,2,Loyal Regulars
13826,176,1,189.5,2,1,1,4,Hibernating / Lost,1,Occasional Buyers
13827,58,3,409.8,3,3,2,8,Others,2,Loyal Regulars
13828,22,1,209.49,4,1,1,6,New / Promising,3,Steady Mid-Tier
13831,16,6,2198.45,4,5,5,14,Champions,2,Loyal Regulars
13832,19,1,52.199999999999996,4,1,1,6,New / Promising,3,Steady Mid-Tier
13833,159,1,383.85,2,1,2,5,Hibernating / Lost,1,Occasional Buyers
13835,25,4,834.57,4,4,3,11,Loyal Customers,2,Loyal Regulars
13837,212,2,266.59000000000003,1,2,2,5,Hibernating / Lost,1,Occasional Buyers
13838,6,4,674.82,5,4,3,12,Loyal Customers,3,Steady Mid-Tier
13841,253,1,85.0,1,1,1,3,Hibernating / Lost,1,Occasional Buyers
13842,59,9,3385.62,3,5,5,13,Loyal Customers,2,Loyal Regulars
13844,11,1,361.62,5,1,2,8,New / Promising,3,Steady Mid-Tier
13845,65,1,312.98,3,1,2,6,Potential Loyalists,1,Occasional Buyers
13846,25,3,865.0600000000001,4,3,3,10,Loyal Customers,2,Loyal Regulars
13848,92,3,1255.0,2,3,4,9,Others,2,Loyal Regulars
13849,52,2,1537.95,3,2,4,9,Loyal Customers,2,Loyal Regulars
13850,129,1,1595.48,2,1,4,7,Others,1,Occasional Buyers
13851,96,3,2651.46,2,3,5,10,At Risk (high value),2,Loyal Regulars
13853,57,1,1090.14,3,1,4,8,Others,2,Loyal Regulars
13854,9,25,8109.5199999999995,5,5,5,15,Champions,0,VIP / Best
13856,169,3,388.5,2,3,2,7,Others,1,Occasional Buyers
13858,57,1,216.17,3,1,1,5,Potential Loyalists,1,Occasional Buyers
13859,326,1,201.16,1,1,1,3,Hibernating / Lost,1,Occasional Buyers
13860,1,5,1245.9,5,4,4,13,Champions,0,VIP / Best
13862,18,8,2209.36,4,5,5,14,Champions,0,VIP / Best
13863,248,1,305.78,1,1,2,4,Hibernating / Lost,1,Occasional Buyers
13865,58,4,501.56,3,4,3,10,Loyal Customers,2,Loyal Regulars
13866,74,1,145.67000000000002,2,1,1,4,Hibernating / Lost,1,Occasional Buyers
13867,31,3,1005.09,4,3,4,11,Loyal Customers,2,Loyal Regulars
13868,7,2,3192.54,5,2,5,12,Loyal Customers,3,Steady Mid-Tier
13869,123,4,3083.65,2,4,5,11,At Risk (high value),2,Loyal Regulars
13870,2,8,2770.94,5,5,5,15,Champions,0,VIP / Best
13871,23,13,6403.25,4,5,5,14,Champions,0,VIP / Best
13873,120,3,389.6,2,3,2,7,Others,1,Occasional Buyers
13874,358,1,540.45,1,1,3,5,Hibernating / Lost,1,Occasional Buyers
13875,54,5,1786.79,3,4,4,11,Loyal Customers,2,Loyal Regulars
13876,64,1,122.7,3,1,1,5,Potential Loyalists,1,Occasional Buyers
13877,86,1,117.24,2,1,1,4,Hibernating / Lost,1,Occasional Buyers
13878,55,1,1271.57,3,1,4,8,Others,2,Loyal Regulars
13880,21,13,3219.77,4,5,5,14,Champions,0,VIP / Best
13881,4,20,17159.52,5,5,5,15,Champions,0,VIP / Best
13882,3,5,1191.13,5,4,4,13,Champions,0,VIP / Best
13883,11,5,2674.48,5,4,5,14,Champions,0,VIP / Best
13884,7,5,787.6,5,4,3,12,Loyal Customers,3,Steady Mid-Tier
13885,189,2,506.8,1,2,3,6,Others,1,Occasional Buyers
13886,71,1,243.56,3,1,1,5,Potential Loyalists,1,Occasional Buyers
13887,204,1,349.55,1,1,2,4,Hibernating / Lost,1,Occasional Buyers
13888,120,2,595.67,2,2,3,7,Others,1,Occasional Buyers
13889,93,1,416.90000000000003,2,1,2,5,Hibernating / Lost,1,Occasional Buyers
13890,1,10,1883.8100000000002,5,5,4,14,Champions,0,VIP / Best
13892,27,4,632.97,4,4,3,11,Loyal Customers,2,Loyal Regulars
13893,298,1,821.1,1,1,3,5,Hibernating / Lost,1,Occasional Buyers
13894,24,3,564.62,4,3,3,10,Loyal Customers,3,Steady Mid-Tier
13895,28,4,2593.07,4,4,5,13,Champions,2,Loyal Regulars
13897,50,1,311.16,3,1,2,6,Potential Loyalists,1,Occasional Buyers
13898,326,1,155.93,1,1,1,3,Hibernating / Lost,1,Occasional Buyers
13899,16,2,388.52,4,3,2,9,Others,3,Steady Mid-Tier
13900,183,3,740.95,1,3,3,7,Needs Attention,2,Loyal Regulars
13901,72,5,2867.2,3,4,5,12,Loyal Customers,2,Loyal Regulars
13904,37,2,332.64,3,3,2,8,Others,3,Steady Mid-Tier
13908,80,4,2319.55,2,4,5,11,At Risk (high value),2,Loyal Regulars
13911,57,9,2580.91,3,5,5,13,Loyal Customers,2,Loyal Regulars
13914,12,2,626.45,5,3,3,11,Loyal Customers,3,Steady Mid-Tier
13917,50,2,272.04,3,3,2,8,Others,1,Occasional Buyers
13918,50,2,1212.8400000000001,3,3,4,10,Loyal Customers,2,Loyal Regulars
13919,59,2,348.81,3,3,2,8,Others,1,Occasional Buyers
13922,352,1,172.25,1,1,1,3,Hibernating / Lost,1,Occasional Buyers
13923,54,1,351.13,3,1,2,6,Potential Loyalists,1,Occasional Buyers
13924,2,6,1838.8500000000001,5,5,4,14,Champions,0,VIP / Best
13925,93,4,678.25,2,4,3,9,Others,2,Loyal Regulars
13926,23,1,223.85000000000002,4,1,1,6,New / Promising,3,Steady Mid-Tier
13927,75,1,348.99,2,1,2,5,Hibernating / Lost,1,Occasional Buyers
13928,11,4,464.57,5,4,2,11,Loyal Customers,3,Steady Mid-Tier
13929,169,2,842.65,2,3,3,8,Needs Attention,1,Occasional Buyers
13930,58,2,337.34,3,3,2,8,Others,1,Occasional Buyers
13931,96,2,1237.53,2,3,4,9,Others,2,Loyal Regulars
13932,295,1,307.4,1,1,2,4,Hibernating / Lost,1,Occasional Buyers
13933,109,2,608.7900000000001,2,3,3,8,Needs Attention,1,Occasional Buyers
13934,264,1,922.1,1,1,3,5,Hibernating / Lost,1,Occasional Buyers
13936,180,1,376.58,1,1,2,4,Hibernating / Lost,1,Occasional Buyers
13937,169,1,158.85,2,1,1,4,Hibernating / Lost,1,Occasional Buyers
13938,35,1,71.66,3,1,1,5,Potential Loyalists,1,Occasional Buyers
13939,23,3,568.55,4,3,3,10,Loyal Customers,3,Steady Mid-Tier
13940,17,4,839.14,4,4,3,11,Loyal Customers,2,Loyal Regulars
13941,22,5,5112.96,4,4,5,13,Champions,2,Loyal Regulars
13946,79,3,561.5699999999999,2,3,3,8,Needs Attention,2,Loyal Regulars
13947,65,1,90.6,3,1,1,5,Potential Loyalists,1,Occasional Buyers
13948,361,1,102.0,1,1,1,3,Hibernating / Lost,1,Occasional Buyers
13949,3,6,2427.32,5,5,5,15,Champions,0,VIP / Best
13950,11,4,745.06,5,4,3,12,Loyal Customers,3,Steady Mid-Tier
13951,176,3,674.45,2,3,3,8,Needs Attention,1,Occasional Buyers
13952,218,2,3251.07,1,3,5,9,At Risk (high value),2,Loyal Regulars
13953,7,7,3515.68,5,5,5,15,Champions,0,VIP / Best
13954,2,2,439.92,5,3,2,10,Others,3,Steady Mid-Tier
13955,154,2,322.96,2,3,2,7,Others,1,Occasional Buyers
13956,5,5,1019.27,5,4,4,13,Champions,3,Steady Mid-Tier
13959,79,3,594.04,2,3,3,8,Needs Attention,2,Loyal Regulars
13960,21,2,230.22,4,3,1,8,New / Promising,3,Steady Mid-Tier
13962,22,2,169.55,4,3,1,8,New / Promising,3,Steady Mid-Tier
13963,308,4,664.54,1,4,3,8,Others,2,Loyal Regulars
13967,146,1,80.7,2,1,1,4,Hibernating / Lost,1,Occasional Buyers
13969,7,18,9024.17,5,5,5,15,Champions,0,VIP / Best
13971,19,8,2758.26,4,5,5,14,Champions,0,VIP / Best
13972,71,2,190.25,3,3,1,7,Potential Loyalists,1,Occasional Buyers
13973,287,1,264.7,1,1,2,4,Hibernating / Lost,1,Occasional Buyers
13974,49,1,413.59000000000003,3,1,2,6,Potential Loyalists,1,Occasional Buyers
13975,31,6,2461.2400000000002,4,5,5,14,Champions,2,Loyal Regulars
13976,207,1,357.98,1,1,2,4,Hibernating / Lost,1,Occasional Buyers
13978,15,2,196.79000000000002,4,3,1,8,New / Promising,3,Steady Mid-Tier
13979,73,1,869.87,2,1,3,6,Hibernating / Lost,1,Occasional Buyers
13980,60,1,200.14,3,1,1,5,Potential Loyalists,1,Occasional Buyers
13982,39,4,1871.81,3,4,4,11,Loyal Customers,2,Loyal Regulars
13983,30,12,2603.43,4,5,5,14,Champions,0,VIP / Best
13984,27,5,920.51,4,4,3,11,Loyal Customers,2,Loyal Regulars
13985,4,15,7060.13,5,5,5,15,Champions,0,VIP / Best
13986,17,1,320.46,4,1,2,7,New / Promising,3,Steady Mid-Tier
13988,20,6,4147.96,4,5,5,14,Champions,0,VIP / Best
13989,66,2,1266.08,3,3,4,10,Loyal Customers,2,Loyal Regulars
13990,213,1,311.3,1,1,2,4,Hibernating / Lost,1,Occasional Buyers
13991,12,6,851.88,5,5,3,13,Champions,2,Loyal Regulars
13992,30,1,76.8,4,1,1,6,New / Promising,1,Occasional Buyers
13993,43,9,3466.36,3,5,5,13,Loyal Customers,0,VIP / Best
13994,4,6,2274.14,5,5,5,15,Champions,0,VIP / Best
13995,15,5,1393.69,4,4,4,12,Champions,2,Loyal Regulars
13999,10,12,3901.81,5,5,5,15,Champions,0,VIP / Best
14000,211,1,635.66,1,1,3,5,Hibernating / Lost,1,Occasional Buyers
14001,46,3,2043.0800000000002,3,3,5,11,Loyal Customers,2,Loyal Regulars
14002,134,2,529.73,2,3,3,8,Needs Attention,1,Occasional Buyers
14004,43,7,4582.64,3,5,5,13,Loyal Customers,2,Loyal Regulars
14005,10,5,2874.72,5,4,5,14,Champions,0,VIP / Best
14006,116,3,962.19,2,3,4,9,Others,2,Loyal Regulars
14009,198,2,695.61,1,3,3,7,Needs Attention,1,Occasional Buyers
14012,278,1,328.8,1,1,2,4,Hibernating / Lost,1,Occasional Buyers
14013,110,3,473.02,2,3,2,7,Others,1,Occasional Buyers
14014,77,1,505.18,2,1,3,6,Hibernating / Lost,1,Occasional Buyers
14015,53,1,917.34,3,1,3,7,Potential Loyalists,1,Occasional Buyers
14016,162,4,4291.21,2,4,5,11,At Risk (high value),2,Loyal Regulars
14019,47,3,1421.61,3,3,4,10,Loyal Customers,2,Loyal Regulars
14020,17,2,642.8,4,3,3,10,Loyal Customers,3,Steady Mid-Tier
14021,155,3,631.9,2,3,3,8,Needs Attention,1,Occasional Buyers
14022,225,1,440.0,1,1,2,4,Hibernating / Lost,1,Occasional Buyers
14023,7,2,584.07,5,3,3,11,Loyal Customers,3,Steady Mid-Tier
14024,122,2,327.7,2,3,2,7,Others,1,Occasional Buyers
14027,61,1,104.82,3,1,1,5,Potential Loyalists,1,Occasional Buyers
